city,lat,lon,week_start_date,max_weekly_temp_c,total_weekly_precip_mm,max_daily_precip_mm,max_weekly_wind_kmh,disruption_occurred
Delhi,28.6139,77.209,2015-09-14,36.3,0.3,0.3,19.5,0
Delhi,28.6139,77.209,2015-09-21,35.5,40.8,24.3,17.4,0
Delhi,28.6139,77.209,2015-09-28,33.2,2.3,2.0,20.9,0
Delhi,28.6139,77.209,2015-10-05,35.5,0.0,0.0,14.7,0
Delhi,28.6139,77.209,2015-10-12,36.3,0.0,0.0,19.4,0
Delhi,28.6139,77.209,2015-10-19,34.1,8.8,7.3,16.3,0
Delhi,28.6139,77.209,2015-10-26,34.0,1.8,1.5,15.8,0
Delhi,28.6139,77.209,2015-11-02,29.9,5.5,5.5,17.7,0
Delhi,28.6139,77.209,2015-11-09,28.8,0.2,0.2,16.2,0
Delhi,28.6139,77.209,2015-11-16,29.7,1.6,1.0,16.3,0
Delhi,28.6139,77.209,2015-11-23,27.5,0.0,0.0,14.7,0
Delhi,28.6139,77.209,2015-11-30,27.6,0.0,0.0,16.7,0
Delhi,28.6139,77.209,2015-12-07,26.8,0.0,0.0,14.1,0
Delhi,28.6139,77.209,2015-12-14,25.4,0.2,0.2,16.4,0
Delhi,28.6139,77.209,2015-12-21,21.0,0.0,0.0,14.8,0
Delhi,28.6139,77.209,2015-12-28,23.7,0.0,0.0,16.9,0
Delhi,28.6139,77.209,2016-01-04,23.9,0.0,0.0,18.4,0
Delhi,28.6139,77.209,2016-01-11,24.5,0.5,0.5,19.0,0
Delhi,28.6139,77.209,2016-01-18,23.9,0.0,0.0,16.1,0
Delhi,28.6139,77.209,2016-01-25,19.4,0.0,0.0,13.2,0
Delhi,28.6139,77.209,2016-02-01,25.5,0.7,0.5,14.0,0
Delhi,28.6139,77.209,2016-02-08,23.1,4.0,4.0,20.6,0
Delhi,28.6139,77.209,2016-02-15,24.7,0.7,0.7,16.1,0
Delhi,28.6139,77.209,2016-02-22,28.8,16.0,14.4,22.8,0
Delhi,28.6139,77.209,2016-02-29,28.0,0.0,0.0,15.8,0
Delhi,28.6139,77.209,2016-03-07,31.9,14.999999999999998,12.2,18.5,0
Delhi,28.6139,77.209,2016-03-14,30.9,25.299999999999997,22.2,20.7,0
Delhi,28.6139,77.209,2016-03-21,31.4,0.6,0.5,24.2,0
Delhi,28.6139,77.209,2016-03-28,34.7,0.0,0.0,26.7,0
Delhi,28.6139,77.209,2016-04-04,38.5,1.8,1.8,15.5,0
Delhi,28.6139,77.209,2016-04-11,36.3,0.0,0.0,20.4,0
Delhi,28.6139,77.209,2016-04-18,41.0,0.0,0.0,26.2,0
Delhi,28.6139,77.209,2016-04-25,38.9,0.1,0.1,24.5,0
Delhi,28.6139,77.209,2016-05-02,42.5,0.6000000000000001,0.4,18.6,0
Delhi,28.6139,77.209,2016-05-09,38.9,3.2,1.6,21.7,0
Delhi,28.6139,77.209,2016-05-16,42.7,1.2,1.0,23.4,0
Delhi,28.6139,77.209,2016-05-23,43.1,6.9,4.5,24.6,0
Delhi,28.6139,77.209,2016-05-30,40.9,17.0,6.9,22.1,0
Delhi,28.6139,77.209,2016-06-06,42.4,6.6,3.3,21.5,0
Delhi,28.6139,77.209,2016-06-13,41.6,9.0,3.6,22.0,0
Delhi,28.6139,77.209,2016-06-20,37.5,18.6,14.8,20.6,0
Delhi,28.6139,77.209,2016-06-27,38.9,10.2,3.3,17.3,0
Delhi,28.6139,77.209,2016-07-04,37.8,128.8,67.9,16.4,1
Delhi,28.6139,77.209,2016-07-11,34.7,12.5,4.3,13.7,0
Delhi,28.6139,77.209,2016-07-18,33.0,204.9,75.4,16.0,1
Delhi,28.6139,77.209,2016-07-25,35.3,18.5,7.4,18.8,0
Delhi,28.6139,77.209,2016-08-01,31.3,76.7,18.9,20.3,0
Delhi,28.6139,77.209,2016-08-08,33.7,24.9,10.6,17.6,0
Delhi,28.6139,77.209,2016-08-15,33.1,70.7,14.1,18.4,0
Delhi,28.6139,77.209,2016-08-22,33.4,12.3,7.1,22.1,0
Delhi,28.6139,77.209,2016-08-29,32.9,42.2,13.7,19.1,0
Delhi,28.6139,77.209,2016-09-05,32.0,50.8,24.3,21.4,0
Delhi,28.6139,77.209,2016-09-12,33.1,0.1,0.1,21.5,0
Delhi,28.6139,77.209,2016-09-19,33.6,0.1,0.1,11.6,0
Delhi,28.6139,77.209,2016-09-26,34.6,2.4,2.0,19.2,0
Delhi,28.6139,77.209,2016-10-03,33.8,2.1,1.7,12.2,0
Delhi,28.6139,77.209,2016-10-10,34.0,9.4,7.7,15.6,0
Delhi,28.6139,77.209,2016-10-17,34.0,0.0,0.0,15.3,0
Delhi,28.6139,77.209,2016-10-24,33.6,0.0,0.0,20.6,0
Delhi,28.6139,77.209,2016-10-31,32.8,0.0,0.0,16.6,0
Delhi,28.6139,77.209,2016-11-07,29.8,0.0,0.0,16.3,0
Delhi,28.6139,77.209,2016-11-14,29.5,0.0,0.0,17.7,0
Delhi,28.6139,77.209,2016-11-21,28.7,0.0,0.0,18.4,0
Delhi,28.6139,77.209,2016-11-28,29.4,0.0,0.0,23.1,0
Delhi,28.6139,77.209,2016-12-05,26.5,0.0,0.0,10.6,0
Delhi,28.6139,77.209,2016-12-12,25.7,0.0,0.0,9.6,0
Delhi,28.6139,77.209,2016-12-19,24.4,0.0,0.0,18.0,0
Delhi,28.6139,77.209,2016-12-26,24.9,0.0,0.0,21.1,0
Delhi,28.6139,77.209,2017-01-02,23.4,0.0,0.0,13.2,0
Delhi,28.6139,77.209,2017-01-09,23.4,7.2,5.4,18.1,0
Delhi,28.6139,77.209,2017-01-16,20.2,0.2,0.2,17.6,0
Delhi,28.6139,77.209,2017-01-23,23.5,0.1,0.1,16.4,0
Delhi,28.6139,77.209,2017-01-30,25.1,47.89999999999999,33.3,22.0,0
Delhi,28.6139,77.209,2017-02-06,22.5,3.3000000000000003,3.2,23.5,0
Delhi,28.6139,77.209,2017-02-13,23.0,0.0,0.0,18.9,0
Delhi,28.6139,77.209,2017-02-20,29.4,0.0,0.0,18.3,0
Delhi,28.6139,77.209,2017-02-27,27.4,0.0,0.0,27.3,0
Delhi,28.6139,77.209,2017-03-06,29.2,4.2,2.9,20.9,0
Delhi,28.6139,77.209,2017-03-13,27.5,14.9,12.1,21.3,0
Delhi,28.6139,77.209,2017-03-20,29.5,1.3,1.3,21.1,0
Delhi,28.6139,77.209,2017-03-27,36.0,0.2,0.2,26.5,0
Delhi,28.6139,77.209,2017-04-03,37.7,0.0,0.0,25.1,0
Delhi,28.6139,77.209,2017-04-10,36.5,1.1,1.1,31.8,0
Delhi,28.6139,77.209,2017-04-17,40.6,0.0,0.0,29.9,0
Delhi,28.6139,77.209,2017-04-24,41.5,4.1,2.1,27.2,0
Delhi,28.6139,77.209,2017-05-01,38.4,0.4,0.3,25.5,0
Delhi,28.6139,77.209,2017-05-08,42.0,0.0,0.0,25.5,0
Delhi,28.6139,77.209,2017-05-15,42.6,3.3,1.8,24.0,0
Delhi,28.6139,77.209,2017-05-22,40.8,3.0,1.0,23.5,0
Delhi,28.6139,77.209,2017-05-29,42.5,3.2,2.4,24.5,0
Delhi,28.6139,77.209,2017-06-05,44.0,0.7,0.5,28.1,0
Delhi,28.6139,77.209,2017-06-12,40.8,5.8,3.8,29.8,0
Delhi,28.6139,77.209,2017-06-19,41.0,18.7,7.0,21.1,0
Delhi,28.6139,77.209,2017-06-26,37.0,20.6,10.2,18.3,0
Delhi,28.6139,77.209,2017-07-03,36.7,70.3,24.1,21.4,0
Delhi,28.6139,77.209,2017-07-10,36.4,7.4,3.8,24.8,0
Delhi,28.6139,77.209,2017-07-17,34.7,24.2,9.6,21.0,0
Delhi,28.6139,77.209,2017-07-24,35.2,39.4,14.0,23.4,0
Delhi,28.6139,77.209,2017-07-31,32.8,30.8,17.6,24.9,0
Delhi,28.6139,77.209,2017-08-07,33.4,31.9,17.7,21.9,0
Delhi,28.6139,77.209,2017-08-14,34.1,41.2,17.3,31.3,0
Delhi,28.6139,77.209,2017-08-21,35.8,13.5,6.3,20.2,0
Delhi,28.6139,77.209,2017-08-28,32.6,48.699999999999996,26.7,22.0,0
Delhi,28.6139,77.209,2017-09-04,32.8,95.5,33.7,21.0,0
Delhi,28.6139,77.209,2017-09-11,34.5,2.3000000000000003,1.5,16.5,0
Delhi,28.6139,77.209,2017-09-18,34.8,0.0,0.0,17.4,0
Delhi,28.6139,77.209,2017-09-25,35.7,30.5,18.0,19.9,0
Delhi,28.6139,77.209,2017-10-02,35.5,0.0,0.0,14.1,0
Delhi,28.6139,77.209,2017-10-09,35.0,0.0,0.0,15.3,0
Delhi,28.6139,77.209,2017-10-16,35.7,0.0,0.0,13.0,0
Delhi,28.6139,77.209,2017-10-23,35.0,0.0,0.0,16.1,0
Delhi,28.6139,77.209,2017-10-30,33.2,0.0,0.0,16.3,0
Delhi,28.6139,77.209,2017-11-06,30.5,0.0,0.0,10.5,0
Delhi,28.6139,77.209,2017-11-13,29.1,0.0,0.0,11.6,0
Delhi,28.6139,77.209,2017-11-20,27.5,0.4,0.2,17.6,0
Delhi,28.6139,77.209,2017-11-27,25.1,0.0,0.0,18.2,0
Delhi,28.6139,77.209,2017-12-04,25.8,0.0,0.0,11.7,0
Delhi,28.6139,77.209,2017-12-11,23.9,2.2,2.1,16.1,0
Delhi,28.6139,77.209,2017-12-18,23.5,5.6,5.6,20.8,0
Delhi,28.6139,77.209,2017-12-25,23.3,0.0,0.0,20.1,0
Delhi,28.6139,77.209,2018-01-01,22.5,0.0,0.0,12.0,0
Delhi,28.6139,77.209,2018-01-08,20.2,0.0,0.0,17.2,0
Delhi,28.6139,77.209,2018-01-15,21.9,0.0,0.0,18.9,0
Delhi,28.6139,77.209,2018-01-22,23.8,0.0,0.0,17.2,0
Delhi,28.6139,77.209,2018-01-29,21.9,6.8,6.0,16.6,0
Delhi,28.6139,77.209,2018-02-05,25.4,0.0,0.0,23.3,0
Delhi,28.6139,77.209,2018-02-12,23.8,4.5,2.9,22.0,0
Delhi,28.6139,77.209,2018-02-19,25.4,0.0,0.0,22.9,0
Delhi,28.6139,77.209,2018-02-26,29.9,2.1999999999999997,1.9,23.4,0
Delhi,28.6139,77.209,2018-03-05,30.8,1.2,1.2,17.6,0
Delhi,28.6139,77.209,2018-03-12,32.1,1.1,1.1,20.1,0
Delhi,28.6139,77.209,2018-03-19,34.0,0.0,0.0,20.9,0
Delhi,28.6139,77.209,2018-03-26,33.8,2.1,1.6,22.4,0
Delhi,28.6139,77.209,2018-04-02,35.5,0.0,0.0,23.7,0
Delhi,28.6139,77.209,2018-04-09,37.2,13.100000000000001,3.5,24.7,0
Delhi,28.6139,77.209,2018-04-16,37.0,11.2,5.4,22.8,0
Delhi,28.6139,77.209,2018-04-23,39.0,2.4000000000000004,1.3,26.9,0
Delhi,28.6139,77.209,2018-04-30,41.2,3.2,1.2,26.7,0
Delhi,28.6139,77.209,2018-05-07,38.2,16.4,10.5,28.7,0
Delhi,28.6139,77.209,2018-05-14,40.1,10.6,3.8,30.2,0
Delhi,28.6139,77.209,2018-05-21,40.8,1.9,1.5,20.5,0
Delhi,28.6139,77.209,2018-05-28,43.0,0.1,0.1,22.9,0
Delhi,28.6139,77.209,2018-06-04,41.7,5.5,4.8,27.9,0
Delhi,28.6139,77.209,2018-06-11,39.8,18.599999999999998,15.2,24.6,0
Delhi,28.6139,77.209,2018-06-18,41.8,0.8,0.6,28.7,0
Delhi,28.6139,77.209,2018-06-25,41.7,0.0,0.0,21.3,0
Delhi,28.6139,77.209,2018-07-02,36.2,73.3,29.8,26.0,0
Delhi,28.6139,77.209,2018-07-09,37.2,5.6,4.8,19.0,0
Delhi,28.6139,77.209,2018-07-16,37.0,61.6,25.5,16.9,0
Delhi,28.6139,77.209,2018-07-23,33.2,93.9,30.6,18.0,0
Delhi,28.6139,77.209,2018-07-30,33.3,47.8,16.3,22.0,0
Delhi,28.6139,77.209,2018-08-06,34.3,9.0,4.6,20.3,0
Delhi,28.6139,77.209,2018-08-13,33.6,41.9,19.4,20.4,0
Delhi,28.6139,77.209,2018-08-20,33.1,30.1,7.4,14.2,0
Delhi,28.6139,77.209,2018-08-27,33.1,43.6,12.4,20.5,0
Delhi,28.6139,77.209,2018-09-03,33.8,65.5,32.7,13.7,0
Delhi,28.6139,77.209,2018-09-10,31.6,37.0,9.0,23.5,0
Delhi,28.6139,77.209,2018-09-17,32.7,3.4,3.0,19.4,0
Delhi,28.6139,77.209,2018-09-24,33.4,85.2,50.6,27.8,1
Delhi,28.6139,77.209,2018-10-01,32.5,0.9,0.6,19.7,0
Delhi,28.6139,77.209,2018-10-08,33.3,1.0,1.0,12.0,0
Delhi,28.6139,77.209,2018-10-15,31.9,1.5,1.3,20.6,0
Delhi,28.6139,77.209,2018-10-22,32.5,0.4,0.4,21.0,0
Delhi,28.6139,77.209,2018-10-29,30.2,0.0,0.0,13.0,0
Delhi,28.6139,77.209,2018-11-05,30.0,0.1,0.1,20.5,0
Delhi,28.6139,77.209,2018-11-12,28.0,0.0,0.0,17.5,0
Delhi,28.6139,77.209,2018-11-19,28.0,1.8000000000000003,1.1,20.4,0
Delhi,28.6139,77.209,2018-11-26,27.2,0.0,0.0,21.3,0
Delhi,28.6139,77.209,2018-12-03,25.8,0.0,0.0,14.6,0
Delhi,28.6139,77.209,2018-12-10,23.4,0.1,0.1,14.1,0
Delhi,28.6139,77.209,2018-12-17,21.5,0.9,0.8,15.3,0
Delhi,28.6139,77.209,2018-12-24,20.4,0.0,0.0,14.0,0
Delhi,28.6139,77.209,2018-12-31,20.7,0.0,0.0,19.1,0
Delhi,28.6139,77.209,2019-01-07,21.0,2.3,2.3,18.1,0
Delhi,28.6139,77.209,2019-01-14,20.9,0.0,0.0,20.9,0
Delhi,28.6139,77.209,2019-01-21,24.8,6.5,6.5,23.2,0
Delhi,28.6139,77.209,2019-01-28,19.5,17.4,16.9,24.8,0
Delhi,28.6139,77.209,2019-02-04,20.8,0.8,0.6,18.0,0
Delhi,28.6139,77.209,2019-02-11,23.1,22.299999999999997,12.7,27.2,0
Delhi,28.6139,77.209,2019-02-18,23.5,9.1,4.5,22.9,0
Delhi,28.6139,77.209,2019-02-25,25.4,3.2,2.6,20.2,0
Delhi,28.6139,77.209,2019-03-04,22.5,25.099999999999998,11.2,17.1,0
Delhi,28.6139,77.209,2019-03-11,26.4,1.7,1.7,24.2,0
Delhi,28.6139,77.209,2019-03-18,27.2,0.3,0.3,23.7,0
Delhi,28.6139,77.209,2019-03-25,31.2,0.5,0.5,23.9,0
Delhi,28.6139,77.209,2019-04-01,35.9,0.0,0.0,22.5,0
Delhi,28.6139,77.209,2019-04-08,37.8,0.2,0.2,31.2,0
Delhi,28.6139,77.209,2019-04-15,38.5,0.0,0.0,19.6,0
Delhi,28.6139,77.209,2019-04-22,37.3,5.3,4.6,19.8,0
Delhi,28.6139,77.209,2019-04-29,40.8,0.0,0.0,29.4,0
Delhi,28.6139,77.209,2019-05-06,41.5,0.5,0.5,24.2,0
Delhi,28.6139,77.209,2019-05-13,41.5,0.0,0.0,25.5,0
Delhi,28.6139,77.209,2019-05-20,38.7,3.0000000000000004,2.7,19.0,0
Delhi,28.6139,77.209,2019-05-27,40.7,0.0,0.0,23.7,0
Delhi,28.6139,77.209,2019-06-03,44.1,0.0,0.0,23.8,0
Delhi,28.6139,77.209,2019-06-10,44.0,0.8,0.5,24.2,0
Delhi,28.6139,77.209,2019-06-17,43.7,2.2,2.2,29.2,0
Delhi,28.6139,77.209,2019-06-24,40.2,2.3,1.2,23.7,0
Delhi,28.6139,77.209,2019-07-01,42.8,5.3999999999999995,4.8,21.8,0
Delhi,28.6139,77.209,2019-07-08,40.2,18.299999999999997,6.6,16.9,0
Delhi,28.6139,77.209,2019-07-15,38.5,16.9,7.1,28.9,0
Delhi,28.6139,77.209,2019-07-22,34.2,84.6,20.6,13.8,0
Delhi,28.6139,77.209,2019-07-29,36.7,63.8,26.9,19.6,0
Delhi,28.6139,77.209,2019-08-05,32.8,45.8,18.5,18.1,0
Delhi,28.6139,77.209,2019-08-12,33.8,38.6,20.7,28.5,0
Delhi,28.6139,77.209,2019-08-19,33.2,84.2,31.0,28.3,0
Delhi,28.6139,77.209,2019-08-26,33.9,23.0,12.9,17.0,0
Delhi,28.6139,77.209,2019-09-02,34.0,14.8,6.4,13.8,0
Delhi,28.6139,77.209,2019-09-09,34.2,16.7,7.8,13.7,0
Delhi,28.6139,77.209,2019-09-16,35.7,7.9,5.2,18.4,0
Delhi,28.6139,77.209,2019-09-23,32.1,30.3,13.9,19.3,0
Delhi,28.6139,77.209,2019-09-30,31.6,21.5,6.0,22.3,0
Delhi,28.6139,77.209,2019-10-07,32.3,9.600000000000001,4.9,17.4,0
Delhi,28.6139,77.209,2019-10-14,33.5,0.0,0.0,13.7,0
Delhi,28.6139,77.209,2019-10-21,33.3,5.2,2.7,20.5,0
Delhi,28.6139,77.209,2019-10-28,31.6,0.0,0.0,19.1,0
Delhi,28.6139,77.209,2019-11-04,31.2,0.2,0.2,19.7,0
Delhi,28.6139,77.209,2019-11-11,29.8,2.2,1.4,19.4,0
Delhi,28.6139,77.209,2019-11-18,28.6,0.0,0.0,23.7,0
Delhi,28.6139,77.209,2019-11-25,27.0,0.0,0.0,17.6,0
Delhi,28.6139,77.209,2019-12-02,25.1,23.0,22.1,18.5,0
Delhi,28.6139,77.209,2019-12-09,22.5,0.0,0.0,14.3,0
Delhi,28.6139,77.209,2019-12-16,21.4,9.600000000000001,5.9,23.7,0
Delhi,28.6139,77.209,2019-12-23,18.6,0.2,0.2,14.4,0
Delhi,28.6139,77.209,2019-12-30,15.3,0.0,0.0,14.8,0
Delhi,28.6139,77.209,2020-01-06,19.8,0.6,0.5,12.9,0
Delhi,28.6139,77.209,2020-01-13,20.6,36.2,17.5,19.3,0
Delhi,28.6139,77.209,2020-01-20,18.6,12.200000000000001,11.1,12.7,0
Delhi,28.6139,77.209,2020-01-27,20.2,0.4,0.4,23.2,0
Delhi,28.6139,77.209,2020-02-03,19.3,16.5,16.0,20.7,0
Delhi,28.6139,77.209,2020-02-10,20.0,0.1,0.1,16.0,0
Delhi,28.6139,77.209,2020-02-17,26.5,0.0,0.0,29.0,0
Delhi,28.6139,77.209,2020-02-24,26.3,18.9,13.4,25.4,0
Delhi,28.6139,77.209,2020-03-02,25.5,9.299999999999999,9.1,22.3,0
Delhi,28.6139,77.209,2020-03-09,26.0,39.0,23.3,30.4,0
Delhi,28.6139,77.209,2020-03-16,25.6,16.9,10.0,23.2,0
Delhi,28.6139,77.209,2020-03-23,29.1,2.2,1.6,16.7,0
Delhi,28.6139,77.209,2020-03-30,30.3,6.8,6.0,22.5,0
Delhi,28.6139,77.209,2020-04-06,33.4,0.1,0.1,20.9,0
Delhi,28.6139,77.209,2020-04-13,37.0,0.4,0.4,20.6,0
Delhi,28.6139,77.209,2020-04-20,37.9,0.4,0.4,25.1,0
Delhi,28.6139,77.209,2020-04-27,35.5,4.3,2.8,29.5,0
Delhi,28.6139,77.209,2020-05-04,38.4,23.1,21.8,29.5,0
Delhi,28.6139,77.209,2020-05-11,39.5,1.1,0.8,25.6,0
Delhi,28.6139,77.209,2020-05-18,38.7,0.3,0.3,20.4,0
Delhi,28.6139,77.209,2020-05-25,43.2,0.0,0.0,23.7,0
Delhi,28.6139,77.209,2020-06-01,44.2,9.9,5.4,29.8,0
Delhi,28.6139,77.209,2020-06-08,36.2,1.3,1.2,15.0,0
Delhi,28.6139,77.209,2020-06-15,40.0,0.0,0.0,19.4,0
Delhi,28.6139,77.209,2020-06-22,41.2,2.3,1.2,19.9,0
Delhi,28.6139,77.209,2020-06-29,39.7,7.3,3.1,29.5,0
Delhi,28.6139,77.209,2020-07-06,41.2,4.499999999999999,4.1,22.9,0
Delhi,28.6139,77.209,2020-07-13,37.8,12.200000000000001,5.4,23.8,0
Delhi,28.6139,77.209,2020-07-20,38.5,47.4,15.3,21.1,0
Delhi,28.6139,77.209,2020-07-27,34.3,36.9,14.4,16.3,0
Delhi,28.6139,77.209,2020-08-03,35.9,20.0,8.5,19.6,0
Delhi,28.6139,77.209,2020-08-10,36.9,32.5,22.8,34.1,0
Delhi,28.6139,77.209,2020-08-17,33.8,119.7,84.6,19.4,1
Delhi,28.6139,77.209,2020-08-24,32.6,38.3,16.7,26.6,0
Delhi,28.6139,77.209,2020-08-31,33.0,11.4,2.8,29.3,0
Delhi,28.6139,77.209,2020-09-07,33.0,29.4,9.6,17.4,0
Delhi,28.6139,77.209,2020-09-14,34.8,1.0,0.6,15.0,0
Delhi,28.6139,77.209,2020-09-21,37.3,0.0,0.0,18.5,0
