date,city,temperature_2m_max,apparent_temperature_max,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,latitude,longitude,gps_tag,rolling_7d_rain,rolling_3d_temp,sin_time,cos_time,is_weekend,rain_wind_interaction,rain_squared,wind_squared,temp_squared,rain_wind_ratio,heat_index_proxy,elevation,is_coastal,distance_to_coast,zone_safety_score,trigger_rain_active,trigger_heat_active,trigger_storm_active,trigger_flood_active,trigger_visibility_active,n_triggers_active,loss_ratio
2015-01-18,Mumbai,29.804,31.194801,0.0,0.0,16.199999,27.359999,19.22,19.076,72.877,west_coast_low,0.0,30.054,0.3047192331091634,0.9524422234305676,1,0.0,0.0,262.43996760000095,888.2784159999999,0.0,6.890684800000002,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1198
2015-01-19,Mumbai,28.304,30.331306,0.0,0.0,15.034041,25.56,19.26,19.076,72.877,west_coast_low,0.0,29.520666666666667,0.321057654185271,0.9470596510722283,0,0.0,0.0,226.022388789681,801.116416,0.0,6.498598399999997,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1148
2015-01-20,Mumbai,27.554,29.483349,0.0,0.0,9.19939,20.880001,18.94,19.076,72.877,west_coast_low,0.0,28.554,0.3373010691361842,0.9413968285264122,0,0.0,0.0,84.62877637209999,759.2229159999999,0.0,6.679089599999998,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1346
2015-01-21,Mumbai,28.104,29.10078,0.0,0.0,17.114204,30.599998,19.32,19.076,72.877,west_coast_low,0.0,27.98733333333333,0.3534446712740877,0.9354554315134164,0,0.0,0.0,292.89597855361603,789.8348159999999,0.0,6.385228799999998,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1726
2015-01-22,Mumbai,26.354,28.160538,0.0,0.0,18.079027,30.960001,15.93,19.076,72.877,west_coast_low,0.0,27.337333333333333,0.3694836834473831,0.9292372181882051,0,0.0,0.0,326.851217266729,694.533316,0.0,9.5612312,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.128
2015-01-23,Mumbai,28.004,29.259827,0.0,0.0,19.61587,32.399998,18.13,19.076,72.877,west_coast_low,0.0,27.48733333333333,0.38541335945432564,0.9227440286201427,0,0.0,0.0,384.78235585690004,784.2240160000001,0.0,7.695499200000001,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-01-24,Mumbai,28.954,30.786995,0.0,0.0,18.218275,28.08,16.69,19.076,72.877,west_coast_low,0.0,27.770666666666667,0.4012289854475009,0.9159777842484877,1,0.0,0.0,331.90554397562494,838.334116,0.0,9.624309599999998,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1221
2015-01-25,Mumbai,28.954,31.149769,0.0,0.0,19.373219,30.239998,17.64,19.076,72.877,west_coast_low,0.0,28.637333333333334,0.4169258813287287,0.908940487313808,1,0.0,0.0,375.32161442196093,838.334116,0.0,8.5240576,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1137
2015-01-26,Mumbai,28.304,28.628578,0.0,0.0,19.914215,33.48,18.04,19.076,72.877,west_coast_low,0.0,28.737333333333336,0.4324994021339788,0.901634220265486,0,0.0,0.0,396.5759590662249,801.116416,0.0,7.879833599999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-01-27,Mumbai,27.554,28.000511,0.0,0.0,22.322903,37.079998,19.5,19.076,72.877,west_coast_low,0.0,28.270666666666667,0.44794493940789115,0.8940611451454876,0,0.0,0.0,498.31199834740903,759.2229159999999,0.0,6.061879999999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1344
2015-01-28,Mumbai,28.854,31.637165,0.0,0.0,19.296135,31.319998,19.45,19.076,72.877,west_coast_low,0.0,28.23733333333333,0.4632579225674917,0.88622350294858,0,0.0,0.0,372.340825938225,832.553316,0.0,6.405587999999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1401
2015-01-29,Mumbai,28.954,30.918015,0.0,0.0,16.039202,24.119999,19.87,19.076,72.877,west_coast_low,0.0,28.453999999999997,0.4784338202547012,0.8781236129591848,0,0.0,0.0,257.25600079680396,838.334116,0.0,5.941360799999998,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1504
2015-01-30,Mumbai,31.204,33.485477,0.0,0.0,13.202726,25.56,19.75,19.076,72.877,west_coast_low,0.0,29.670666666666666,0.49346814167723735,0.8697638720650646,0,0.0,0.0,174.31197383107602,973.689616,0.0,6.552839999999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1369
2015-01-31,Mumbai,31.554,34.43205,0.0,0.0,13.527572,23.039999,20.21,19.076,72.877,west_coast_low,0.0,30.570666666666668,0.5083564379375122,0.8611467540480452,1,0.0,0.0,182.99520421518397,995.654916,0.0,6.0457464,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1346
2015-02-01,Mumbai,30.654,32.22141,0.0,0.0,14.799459,24.119999,20.38,19.076,72.877,west_coast_low,0.0,31.137333333333334,0.5230943033491326,0.8522748088519838,1,0.0,0.0,219.023986692681,939.667716,0.0,5.664859200000002,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1157
2015-02-02,Mumbai,29.304,30.503418,0.0,0.0,16.595179,30.599998,20.37,19.076,72.877,west_coast_low,0.0,30.504,0.5376773767406141,0.8431506618282,0,0.0,0.0,275.39996604204106,858.7244159999999,0.0,5.427100799999997,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-02-03,Mumbai,31.204,33.850193,0.0,0.0,15.1884165,25.56,20.29,19.076,72.877,west_coast_low,0.0,30.38733333333333,0.5521013427459208,0.8337770129585915,0,0.0,0.0,230.68799577747228,973.689616,0.0,5.8788336,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-02-04,Mumbai,31.104,34.34238,0.0,0.0,16.595179,27.359999,20.61,19.076,72.877,west_coast_low,0.0,30.537333333333333,0.5663619330814524,0.8241566360566663,0,0.0,0.0,275.39996604204106,967.458816,0.0,5.461862399999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1129
2015-02-05,Mumbai,31.154,33.38603,0.0,0.0,14.77755,24.84,20.68,19.076,72.877,west_coast_low,0.0,31.153999999999996,0.580454927809098,0.8142923779467267,0,0.0,0.0,218.3759840025,970.571716,0.0,5.383411200000002,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1462
2015-02-06,Mumbai,29.604,31.623959,0.0,0.0,15.328561,27.72,19.96,19.076,72.877,west_coast_low,0.0,30.620666666666665,0.5943761565849831,0.804187157621448,0,0.0,0.0,234.96478233072102,876.396816,0.0,5.9681664,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1385
2015-02-07,Mumbai,28.804,30.756367,0.0,0.0,16.766108,29.519999,20.76,19.076,72.877,west_coast_low,0.0,29.854,0.6081214998935418,0.7938439653781019,1,0.0,0.0,281.102377467664,829.6704159999999,0.0,4.885158399999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1156
2015-02-08,Mumbai,28.354,30.316856,0.0,0.0,15.580141,24.48,21.18,19.076,72.877,west_coast_low,0.0,28.920666666666666,0.6216868902665479,0.7832658619336791,1,0.0,0.0,242.74079357988097,803.949316,0.0,4.3324912000000015,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1097
2015-02-09,Mumbai,30.804,31.869057,0.0,0.0,16.78156,25.199999,21.37,19.076,72.877,west_coast_low,0.0,29.320666666666664,0.6350683134867438,0.7724559775191742,0,0.0,0.0,281.62075603359995,948.8864159999999,0.0,4.4727407999999995,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-02-10,Mumbai,30.304,32.69491,0.0,0.0,15.5843,28.44,20.68,19.076,72.877,west_coast_low,0.0,29.820666666666664,0.6482618097757122,0.7614175109532997,0,0.0,0.0,242.87040649000002,918.3324159999999,0.0,5.236531200000002,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-02-11,Mumbai,30.004,32.435333,0.0,0.0,16.45007,27.359999,21.16,19.076,72.877,west_coast_low,0.0,30.370666666666665,0.6612634749656386,0.7501537286959042,0,0.0,0.0,270.6048030049,900.2400160000001,0.0,4.608614399999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1554
2015-02-12,Mumbai,30.704,32.570892,0.0,0.0,17.477621,28.08,21.53,19.076,72.877,west_coast_low,0.0,30.337333333333333,0.6740694616546162,0.7386679638813748,0,0.0,0.0,305.46723581964096,942.735616,0.0,4.261715199999998,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1323
2015-02-13,Mumbai,31.054,33.304787,0.0,0.0,15.596767,26.28,21.63,19.076,72.877,west_coast_low,0.0,30.587333333333333,0.6866759803451553,0.726963615332308,0,0.0,0.0,243.259140852289,964.3509159999999,0.0,4.186079200000001,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1449
2015-02-14,Mumbai,30.854,32.804516,0.0,0.0,13.1041975,22.68,21.88,19.076,72.877,west_coast_low,0.0,30.870666666666665,0.6990793005655562,0.7150441465537444,1,0.0,0.0,171.71999211900624,951.9693159999999,0.0,3.8505792000000008,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1592
2015-02-15,Mumbai,30.754,32.04761,0.0,0.0,14.021525,23.4,22.22,19.076,72.877,west_coast_low,0.0,30.887333333333334,0.7112757519738152,0.7029130847082615,1,0.0,0.0,196.60316332562502,945.808516,0.0,3.4198448000000026,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1618
2015-02-16,Mumbai,30.954,33.396812,0.0,0.0,19.881649,34.2,22.2,19.076,72.877,west_coast_low,0.0,30.854,0.7232617254437388,0.6905740195722293,0,0.0,0.0,395.279966959201,958.150116,0.0,3.4668479999999997,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1072
2015-02-17,Mumbai,31.854,33.68073,0.0,0.0,16.199999,26.64,22.48,19.076,72.877,west_coast_low,0.0,31.18733333333333,0.7350336741329412,0.6780306024735382,0,0.0,0.0,262.43996760000095,1014.6773159999999,0.0,3.2108832,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-02-18,Mumbai,29.854,32.866245,0.0,0.0,15.646544,26.64,22.34,19.076,72.877,west_coast_low,0.0,30.887333333333334,0.746588114532413,0.6652865452111116,0,0.0,0.0,244.81433914393602,891.261316,0.0,3.1764656000000016,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.155
2015-02-19,Mumbai,30.404,33.126072,0.0,0.0,18.671474,29.88,22.29,19.076,72.877,west_coast_low,0.0,30.703999999999997,0.7579216274973472,0.6523456189565257,0,0.0,0.0,348.623941332676,924.403216,0.0,3.2957936000000014,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-02-20,Mumbai,30.754,32.33493,0.0,0.0,18.289274,28.8,22.13,19.076,72.877,west_coast_low,0.0,30.337333333333333,0.7690308592589181,0.6392116531380588,0,0.0,0.0,334.49754344707594,945.808516,0.0,3.5305592000000003,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1245
2015-02-21,Mumbai,34.154,36.692905,0.0,0.0,14.05845,23.4,22.49,19.076,72.877,west_coast_low,0.0,31.77066666666667,0.7799125224167177,0.6258885343075018,1,0.0,0.0,197.6400164025,1166.4957160000001,0.0,3.429061600000002,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1391
2015-02-22,Mumbai,34.154,37.57261,0.0,0.0,15.815435,27.0,22.51,19.076,72.877,west_coast_low,0.0,33.02066666666667,0.7905633969115482,0.612380204990065,1,0.0,0.0,250.12798423922501,1166.4957160000001,0.0,3.4017383999999975,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1425
2015-02-23,Mumbai,32.104,34.807,0.0,0.0,15.484185,29.16,22.72,19.076,72.877,west_coast_low,0.0,33.470666666666666,0.8009803309782905,0.5986906625177214,0,0.0,0.0,239.759985114225,1030.666816,0.0,2.927884800000002,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1433
2015-02-24,Mumbai,31.254,34.023945,0.0,0.0,17.651016,32.399998,22.11,19.076,72.877,west_coast_low,0.0,32.504000000000005,0.8111602420785621,0.5848239578463322,0,0.0,0.0,311.55836583225596,976.8125160000001,0.0,3.612962400000001,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1383
2015-02-25,Mumbai,30.554,33.71472,0.0,0.0,20.696087,34.2,22.45,19.076,72.877,west_coast_low,0.0,31.304000000000002,0.8211001178128892,0.5707841943569036,0,0.0,0.0,428.32801711156895,933.5469159999999,0.0,3.116507999999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1178
2015-02-26,Mumbai,28.904,30.815598,0.0,0.0,18.671474,32.039997,22.77,19.076,72.877,west_coast_low,0.0,30.237333333333336,0.8307970168121247,0.5565755266413303,0,0.0,0.0,348.623941332676,835.4412159999999,0.0,2.5782368000000018,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1149
2015-02-27,Mumbai,28.504,30.548046,0.0,0.0,15.273505,27.0,23.18,19.076,72.877,west_coast_low,0.0,29.320666666666664,0.8402480696078469,0.5422021592729844,0,0.0,0.0,233.279954985025,812.478016,0.0,2.0750911999999992,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0994
2015-02-28,Mumbai,26.754,28.68275,6.7000003,9.0,23.83624,39.96,15.53,19.076,72.877,west_coast_low,6.7000003,28.054000000000002,0.8494504794814806,0.527668345562516,1,159.702815150872,44.89000402000009,568.1663373376,715.776516,0.26976709437499397,10.134415200000001,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1296
2015-03-01,Mumbai,24.854,25.05502,10.999999,18.0,26.576681,48.239998,15.24,19.076,72.877,west_coast_low,17.6999993,26.704000000000004,0.8584015232918917,0.512978386299228,1,292.343464423319,120.99997800000102,706.3199729757611,617.721316,0.39888770515929745,9.703001599999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1518
2015-03-02,Mumbai,25.554,27.130743,0.2,2.0,15.192682,31.68,20.97,19.076,72.877,west_coast_low,17.8999993,25.72066666666667,0.8670985522812081,0.4981366284784055,0,3.0385364,0.04000000000000001,230.817586353124,653.0069159999999,0.012351258426491674,4.1193048,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1068
2015-03-03,Mumbai,25.854,27.701645,0.0,0.0,13.905509,26.28,22.31,19.076,72.877,west_coast_low,17.8999993,25.420666666666666,0.8755389928586302,0.4831474640149687,0,0.0,0.0,193.36318054908102,668.429316,0.0,2.781890400000001,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.148
2015-03-04,Mumbai,27.254,28.740746,0.0,0.0,19.95972,33.48,24.07,19.076,72.877,west_coast_low,17.8999993,26.220666666666663,0.8837203473619977,0.4680153284438345,0,0.0,0.0,398.3904224784,742.780516,0.0,1.0138488000000003,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1126
2015-03-05,Mumbai,29.604,31.60788,0.0,0.0,15.696165,26.64,24.09,19.076,72.877,west_coast_low,17.8999993,27.570666666666668,0.8916401947968874,0.45274469960737107,0,0.0,0.0,246.36959570722502,876.396816,0.0,1.0775855999999997,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1496
2015-03-06,Mumbai,32.304,34.676952,0.0,0.0,15.856354,24.119999,24.15,19.076,72.877,west_coast_low,17.8999993,29.72066666666667,0.8992961915530253,0.4373400963303323,0,0.0,0.0,251.423962173316,1043.548416,0.0,1.098336000000001,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1135
2015-03-07,Mumbai,31.854,34.721134,0.0,0.0,15.315873,24.84,24.24,19.076,72.877,west_coast_low,11.199999,31.254,0.9066860720977985,0.4218060770826634,1,0.0,0.0,234.575965752129,1014.6773159999999,0.0,0.9683616000000029,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1375
2015-03-08,Mumbai,30.954,33.572987,0.0,0.0,19.586119,30.599998,24.09,19.076,72.877,west_coast_low,0.19999999999999823,31.703999999999997,0.9138076496466615,0.4061472386305789,1,0.0,0.0,383.616057482161,958.150116,0.0,1.1267255999999997,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1094
2015-03-09,Mumbai,32.704,35.831337,0.0,0.0,17.373497,27.72,23.85,19.076,72.877,west_coast_low,0.0,31.837333333333333,0.9206588168102428,0.3903682146763026,0,0.0,0.0,301.83839800900904,1069.551616,0.0,1.5043839999999977,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1211
2015-03-10,Mumbai,31.954,36.188465,0.0,0.0,15.542662,28.8,23.0,19.076,72.877,west_coast_low,0.0,31.870666666666665,0.9272375462179537,0.374473674486883,0,0.0,0.0,241.574342046244,1021.058116,0.0,2.5563199999999986,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1152
2015-03-11,Mumbai,33.104,37.08597,0.0,0.0,11.879999,24.84,22.35,19.076,72.877,west_coast_low,0.0,32.58733333333333,0.9335418911179212,0.35846832151248087,0,0.0,0.0,141.134376240001,1095.874816,0.0,3.5090239999999993,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1004
2015-03-12,Mumbai,35.104,38.524296,0.0,0.0,17.906157,30.599998,23.22,19.076,72.877,west_coast_low,0.0,33.38733333333334,0.9395699859530622,0.342356891994542,0,0.0,0.0,320.630458508649,1232.290816,0.0,2.4994048000000015,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-03-13,Mumbai,34.004,38.22256,0.3,2.0,14.24163,25.56,23.64,19.076,72.877,west_coast_low,0.2999999999999982,34.07066666666666,0.945320046913132,0.3261441535642696,0,4.272489,0.09,202.8240250569,1156.272016,0.01968293417436324,1.8498176,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1342
2015-03-14,Mumbai,31.254,35.94202,0.0,0.0,18.998314,35.28,22.7,19.076,72.877,west_coast_low,0.2999999999999982,33.454,0.9507903724625832,0.3098349038318025,1,0.0,0.0,360.935934842596,976.8125160000001,0.0,2.8753680000000026,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1111
2015-03-15,Mumbai,29.504,33.479954,0.0,0.0,17.462784,33.12,23.69,19.076,72.877,west_coast_low,0.2999999999999982,31.587333333333333,0.9559793438440766,0.2934339689665273,1,0.0,0.0,304.948825030656,870.4860160000001,0.0,1.5460096,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1121
2015-03-16,Mumbai,29.454,33.040695,0.0,0.0,16.923828,32.039997,24.13,19.076,72.877,west_coast_low,0.2999999999999982,30.070666666666668,0.9608854255574977,0.27694620226893646,0,0.0,0.0,286.415954173584,867.5381160000001,0.0,1.0249992000000017,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0816
2015-03-17,Mumbai,32.504,32.761467,0.0,0.0,20.111729,33.48,25.27,19.076,72.877,west_coast_low,0.2999999999999982,30.48733333333333,0.9655071658143364,0.2603764827344581,0,0.0,0.0,404.48164336944103,1056.510016,0.0,0.0,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1188
2015-03-18,Mumbai,33.854,36.68503,0.0,0.0,18.678415,33.12,25.23,19.076,72.877,west_coast_low,0.2999999999999982,31.93733333333333,0.969843196967294,0.24372971360968387,0,0.0,0.0,348.883186912225,1146.093316,0.0,0.0,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1137
2015-03-19,Mumbai,34.204,38.369713,0.0,0.0,19.008547,34.56,25.2,19.076,72.877,west_coast_low,0.2999999999999982,33.52066666666667,0.9738922359149924,0.22701082094141847,0,0.0,0.0,361.324859051209,1169.913616,0.0,0.0,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-03-20,Mumbai,33.954,38.63991,0.0,0.0,16.595179,30.960001,23.98,19.076,72.877,west_coast_low,0.0,34.004,0.9776530844816641,0.2102247521189836,0,0.0,0.0,275.39996604204106,1152.874116,0.0,1.3853231999999982,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0
2015-03-21,Mumbai,33.554,37.480263,0.0,0.0,14.003029,25.919998,23.46,19.076,72.877,west_coast_low,0.0,33.904,0.981124629771712,0.19337647441020586,1,0.0,0.0,196.08482117484098,1125.870916,0.0,2.0669264,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1154
2015-03-22,Mumbai,33.154,37.883583,0.0,0.0,16.595179,28.8,23.22,19.076,72.877,west_coast_low,0.0,33.554,0.984305844499033,0.17647097349152166,1,0.0,0.0,275.39996604204106,1099.1877160000001,0.0,2.3605648000000015,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1479
2015-03-23,Mumbai,33.054,37.909195,0.0,0.0,15.281989,27.359999,23.35,19.076,72.877,west_coast_low,0.0,33.254,0.9871957872910085,0.15951325197263655,0,0.0,0.0,233.53918779612098,1092.5669160000002,0.0,2.1815639999999985,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1099
2015-03-24,Mumbai,34.254,38.58566,0.0,0.0,18.532133,32.039997,24.99,19.076,72.877,west_coast_low,0.0,33.48733333333333,0.9897936029670716,0.14250832791617088,0,0.0,0.0,343.4399535296891,1173.3365159999998,0.0,0.013701600000002293,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.0987
2015-03-25,Mumbai,36.954,41.972816,0.0,0.0,15.617529,27.0,25.11,19.076,72.877,west_coast_low,0.0,34.754,0.992098522791769,0.12546123335273648,0,0.0,0.0,243.90721206584098,1365.5981160000001,0.0,0.0,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1059
2015-03-26,Mumbai,32.304,38.80969,0.0,0.0,19.721298,32.760002,22.32,19.076,72.877,west_coast_low,0.0,34.504,0.9941098647022418,0.10837701279187609,0,0.0,0.0,388.929594804804,1043.548416,0.0,3.462988799999999,8.0,1.0,0.07,0.0335,0,0,0,1,0,1,0.1371
